x,stress,truck_position,source,position
[m],[MPa],[-],[-],[-]
37.46504545454564,13.468560000000002,right,measurement,H1_S
37.58538636363655,13.223280000000003,right,measurement,H1_S
37.70572727272746,12.947339999999999,right,measurement,H1_S
37.82606818181837,12.678540000000002,right,measurement,H1_S
37.94640909090928,12.38874,right,measurement,H1_S
38.06675000000019,12.11385,right,measurement,H1_S
38.1870909090911,11.898810000000003,right,measurement,H1_S
38.30743181818201,11.748660000000003,right,measurement,H1_S
38.42777272727292,11.607960000000002,right,measurement,H1_S
38.54811363636383,11.521650000000001,right,measurement,H1_S
38.668454545454736,11.428830000000003,right,measurement,H1_S
38.78879545454565,11.384730000000005,right,measurement,H1_S
38.909136363636556,11.287920000000002,right,measurement,H1_S
39.02947727272747,11.148480000000005,right,measurement,H1_S
39.149818181818375,11.05209,right,measurement,H1_S
39.27015909090929,10.863720000000002,right,measurement,H1_S
39.390500000000195,10.57224,right,measurement,H1_S
39.51084090909111,10.299870000000002,right,measurement,H1_S
39.631181818182014,10.0065,right,measurement,H1_S
39.75152272727293,9.704730000000005,right,measurement,H1_S
39.871863636363834,9.406110000000002,right,measurement,H1_S
39.99220454545475,9.124710000000002,right,measurement,H1_S
40.11254545454565,8.940539999999999,right,measurement,H1_S
40.23288636363657,8.811390000000001,right,measurement,H1_S
40.35322727272747,8.749020000000003,right,measurement,H1_S
40.473568181818386,8.78325,right,measurement,H1_S
40.59390909090929,8.813490000000002,right,measurement,H1_S
40.714250000000206,8.844360000000002,right,measurement,H1_S
40.83459090909111,8.848770000000004,right,measurement,H1_S
40.95493181818202,8.842890000000002,right,measurement,H1_S
41.07527272727293,8.69715,right,measurement,H1_S
41.19561363636384,8.454600000000001,right,measurement,H1_S
41.31595454545475,8.098650000000003,right,measurement,H1_S
41.43629545454566,7.714140000000001,right,measurement,H1_S
41.55663636363657,7.349580000000004,right,measurement,H1_S
41.67697727272748,7.018410000000001,right,measurement,H1_S
41.79731818181839,6.693540000000001,right,measurement,H1_S
41.9176590909093,6.4031100000000025,right,measurement,H1_S
42.03800000000021,6.265770000000003,right,measurement,H1_S
42.158340909091116,6.2076,right,measurement,H1_S
42.27868181818203,6.243720000000002,right,measurement,H1_S
42.399022727272936,6.300840000000001,right,measurement,H1_S
42.51936363636385,6.401640000000001,right,measurement,H1_S
42.639704545454755,6.464430000000003,right,measurement,H1_S
42.76004545454567,6.445110000000003,right,measurement,H1_S
42.880386363636575,6.384000000000001,right,measurement,H1_S
43.00072727272749,6.214530000000003,right,measurement,H1_S
43.121068181818394,5.949510000000004,right,measurement,H1_S
43.24140909090931,5.62695,right,measurement,H1_S
43.361750000000214,5.286540000000001,right,measurement,H1_S
43.48209090909113,4.938570000000002,right,measurement,H1_S
43.60243181818203,4.561200000000002,right,measurement,H1_S
43.72277272727295,4.260480000000002,right,measurement,H1_S
43.84311363636385,4.0488,right,measurement,H1_S
43.963454545454766,3.9207,right,measurement,H1_S
44.08379545454567,3.9051600000000004,right,measurement,H1_S
44.204136363636586,3.9589200000000035,right,measurement,H1_S
44.32447727272749,4.084920000000002,right,measurement,H1_S
44.444818181818405,4.198950000000001,right,measurement,H1_S
44.56515909090931,4.267410000000003,right,measurement,H1_S
44.685500000000225,4.268460000000001,right,measurement,H1_S
44.80584090909113,4.161150000000003,right,measurement,H1_S
44.926181818182044,3.968160000000003,right,measurement,H1_S
45.04652272727295,3.704190000000002,right,measurement,H1_S
45.166863636363864,3.391500000000001,right,measurement,H1_S
45.28720454545477,3.0647399999999987,right,measurement,H1_S
45.407545454545684,2.7279000000000018,right,measurement,H1_S
45.52788636363659,2.423400000000004,right,measurement,H1_S
45.6482272727275,2.2190700000000017,right,measurement,H1_S
45.76856818181841,2.0888700000000004,right,measurement,H1_S
45.88890909090932,2.0565300000000013,right,measurement,H1_S
46.00925000000023,2.101049999999999,right,measurement,H1_S
46.129590909091135,2.183160000000003,right,measurement,H1_S
46.24993181818205,2.3167200000000023,right,measurement,H1_S
46.370272727272955,2.43999,right,measurement,H1_S
46.49061363636387,2.4943800000000027,right,measurement,H1_S
46.610954545454774,2.476950000000003,right,measurement,H1_S
46.73129545454569,2.30874,right,measurement,H1_S
46.851636363636594,2.0418300000000027,right,measurement,H1_S
46.97197727272751,1.7419500000000032,right,measurement,H1_S
47.09231818181841,1.3912499999999999,right,measurement,H1_S
47.21265909090933,1.0424399999999996,right,measurement,H1_S
47.33300000000023,0.7184100000000043,right,measurement,H1_S
47.453340909091146,0.45108000000000514,right,measurement,H1_S
47.57368181818205,0.2732100000000034,right,measurement,H1_S
47.694022727272966,0.21210000000000406,right,measurement,H1_S
47.81436363636387,0.2291100000000017,right,measurement,H1_S
47.934704545454785,0.33726000000000483,right,measurement,H1_S
48.05504545454569,0.4769100000000031,right,measurement,H1_S
48.175386363636605,0.606060000000005,right,measurement,H1_S
48.29572727272751,0.7585200000000049,right,measurement,H1_S
48.416068181818424,0.8232000000000033,right,measurement,H1_S
48.53640909090933,0.8129100000000019,right,measurement,H1_S
48.656750000000244,0.709380000000003,right,measurement,H1_S
48.77709090909115,0.5075700000000003,right,measurement,H1_S
48.89743181818206,0.236039999999999,right,measurement,H1_S
49.01777272727297,-0.07643999999999494,right,measurement,H1_S
49.13811363636388,-0.4048799999999994,right,measurement,H1_S
49.25845454545479,-0.7062299999999999,right,measurement,H1_S
49.3787954545457,-0.971039999999999,right,measurement,H1_S
49.49913636363661,-1.1642399999999964,right,measurement,H1_S
49.61947727272752,-1.2297599999999989,right,measurement,H1_S
49.73981818181843,-1.236269999999994,right,measurement,H1_S
49.86015909090934,-1.182929999999996,right,measurement,H1_S
49.98050000000025,-1.077929999999996,right,measurement,H1_S
50.10084090909116,-0.9639000000000006,right,measurement,H1_S
50.22118181818207,-0.8376899999999949,right,measurement,H1_S
50.34152272727298,-0.7602000000000009,right,measurement,H1_S
50.46186363636389,-0.7448699999999934,right,measurement,H1_S
50.5822045454548,-0.7853999999999959,right,measurement,H1_S
50.70254545454571,-0.9055199999999964,right,measurement,H1_S
50.82288636363662,-1.077089999999998,right,measurement,H1_S
50.943227272727526,-1.2793199999999967,right,measurement,H1_S
51.06356818181843,-1.5607199999999974,right,measurement,H1_S
51.183909090909346,-1.8143999999999971,right,measurement,H1_S
51.30425000000025,-2.046450000000001,right,measurement,H1_S
51.424590909091165,-2.2400699999999945,right,measurement,H1_S
51.54493181818207,-2.397989999999996,right,measurement,H1_S
51.665272727272985,-2.4775799999999943,right,measurement,H1_S
51.78561363636389,-2.4832499999999977,right,measurement,H1_S
51.905954545454804,-2.442089999999998,right,measurement,H1_S
52.02629545454571,-2.361029999999999,right,measurement,H1_S
52.146636363636624,-2.264639999999998,right,measurement,H1_S
52.26697727272753,-2.177910000000002,right,measurement,H1_S
52.38731818181844,-2.133389999999998,right,measurement,H1_S
52.50765909090935,-2.1048299999999993,right,measurement,H1_S
52.62800000000026,-2.136749999999996,right,measurement,H1_S
52.74834090909117,-2.236079999999999,right,measurement,H1_S
52.86868181818208,-2.3811899999999997,right,measurement,H1_S
52.98902272727299,-2.553389999999998,right,measurement,H1_S
53.1093636363639,-2.731469999999995,right,measurement,H1_S
53.22970454545481,-2.914589999999998,right,measurement,H1_S
53.35004545454572,-3.100859999999998,right,measurement,H1_S
53.47038636363663,-3.2514299999999947,right,measurement,H1_S
53.59072727272754,-3.3698699999999935,right,measurement,H1_S
53.71106818181845,-3.4479899999999963,right,measurement,H1_S
53.83140909090936,-3.4500900000000003,right,measurement,H1_S
53.95175000000027,-3.4217399999999962,right,measurement,H1_S
54.07209090909118,-3.3803699999999957,right,measurement,H1_S
54.19243181818209,-3.312329999999999,right,measurement,H1_S
54.312772727273,-3.2262299999999997,right,measurement,H1_S
54.433113636363906,-3.1607099999999972,right,measurement,H1_S
54.55345454545482,-3.148319999999998,right,measurement,H1_S
54.673795454545726,-3.1917899999999966,right,measurement,H1_S
54.79413636363664,-3.284609999999998,right,measurement,H1_S
54.914477272727545,-3.430349999999996,right,measurement,H1_S
55.03481818181846,-3.5710499999999987,right,measurement,H1_S
55.155159090909365,-3.7350600000000003,right,measurement,H1_S
55.27550000000028,-3.889199999999996,right,measurement,H1_S
55.395840909091184,-4.01373,right,measurement,H1_S
55.5161818181821,-4.088280000000004,right,measurement,H1_S
55.636522727273004,-4.123559999999999,right,measurement,H1_S
55.75686363636392,-4.121880000000003,right,measurement,H1_S
55.87720454545482,-4.084499999999998,right,measurement,H1_S
55.99754545454574,-4.033469999999999,right,measurement,H1_S
56.11788636363664,-3.9635399999999987,right,measurement,H1_S
56.23822727272755,-3.9309899999999987,right,measurement,H1_S
56.35856818181846,-3.8971799999999983,right,measurement,H1_S
56.47890909090937,-3.8969699999999974,right,measurement,H1_S
56.59925000000028,-3.9574499999999935,right,measurement,H1_S
56.71959090909119,-4.06623,right,measurement,H1_S
56.8399318181821,-4.201680000000002,right,measurement,H1_S
56.96027272727301,-4.362119999999998,right,measurement,H1_S
57.08061363636392,-4.518989999999995,right,measurement,H1_S
57.20095454545483,-4.666199999999994,right,measurement,H1_S
57.32129545454574,-4.77141,right,measurement,H1_S
57.44163636363665,-4.810889999999998,right,measurement,H1_S
57.56197727272756,-4.796399999999995,right,measurement,H1_S
57.68231818181847,-4.746419999999994,right,measurement,H1_S
57.80265909090938,-4.6632599999999975,right,measurement,H1_S
57.923000000000286,-4.554269999999996,right,measurement,H1_S
58.0433409090912,-4.456199999999994,right,measurement,H1_S
58.163681818182106,-4.381439999999995,right,measurement,H1_S
58.28402272727302,-4.358969999999995,right,measurement,H1_S
58.404363636363925,-4.388159999999997,right,measurement,H1_S
58.52470454545484,-4.457880000000002,right,measurement,H1_S
58.645045454545745,-4.577999999999996,right,measurement,H1_S
58.76538636363666,-4.728989999999995,right,measurement,H1_S
58.885727272727564,-4.88376,right,measurement,H1_S
59.00606818181848,-5.047139999999998,right,measurement,H1_S
59.126409090909384,-5.187839999999995,right,measurement,H1_S
59.2467500000003,-5.277299999999993,right,measurement,H1_S
59.3670909090912,-5.32749,right,measurement,H1_S
59.48743181818212,-5.307749999999995,right,measurement,H1_S
59.60777272727302,-5.226899999999997,right,measurement,H1_S
59.728113636363936,-5.11749,right,measurement,H1_S
59.84845454545484,-4.9719599999999975,right,measurement,H1_S
59.968795454545756,-4.804380000000003,right,measurement,H1_S
60.08913636363666,-4.66263,right,measurement,H1_S
60.209477272727575,-4.594799999999993,right,measurement,H1_S
60.32981818181848,-4.606349999999995,right,measurement,H1_S
60.450159090909395,-4.674809999999999,right,measurement,H1_S
60.5705000000003,-4.812569999999994,right,measurement,H1_S
60.690840909091214,-5.011859999999997,right,measurement,H1_S
60.81118181818212,-5.2439100000000005,right,measurement,H1_S
60.931522727273034,-5.46126,right,measurement,H1_S
61.05186363636394,-5.630519999999996,right,measurement,H1_S
61.17220454545485,-5.75379,right,measurement,H1_S
61.29254545454576,-5.7957899999999976,right,measurement,H1_S
61.412886363636666,-5.775630000000003,right,measurement,H1_S
61.53322727272758,-5.699609999999998,right,measurement,H1_S
61.653568181818486,-5.549249999999996,right,measurement,H1_S
61.7739090909094,-5.3318999999999965,right,measurement,H1_S
61.894250000000305,-5.135339999999996,right,measurement,H1_S
62.01459090909122,-4.921139999999999,right,measurement,H1_S
62.134931818182125,-4.76259,right,measurement,H1_S
62.25527272727304,-4.682789999999995,right,measurement,H1_S
62.375613636363944,-4.673339999999998,right,measurement,H1_S
